"Timestamp","Node","CPU_Usage","Memory_Usage","Disk_Usage","Network_Usage","Pod_Status","K8s_Event_Log","System_Log","Network_Error"
"2025-03-22 13:54:45","node-713","69%","43%","98%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:33:08","node-714","43%","51%","35%","Congested","Terminating","Node NotReady","Disk Failure","Connection Refused"
"2025-03-22 13:42:16","node-715","84%","95%","13%","Normal","CrashLoopBackOff","Volume mount error","High CPU warning","Connection Refused"
"2025-03-22 13:45:14","node-716","9%","59%","71%","Normal","Pending","Container OOMKilled","Kernel Panic","Timeout detected"
"2025-03-22 13:23:12","node-717","85%","75%","65%","High Traffic","CrashLoopBackOff","Node NotReady","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:39:57","node-718","42%","15%","41%","Normal","Failed","Container OOMKilled","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:09:38","node-719","79%","73%","13%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:50:45","node-720","84%","66%","80%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:38:02","node-721","63%","72%","81%","High Traffic","Pending","Volume mount error","Kubelet restart detected","Timeout detected"
"2025-03-22 14:00:18","node-722","35%","13%","54%","High Traffic","Failed","Container OOMKilled","High CPU warning","Timeout detected"
"2025-03-22 13:31:16","node-723","84%","32%","35%","Congested","Failed","Pod eviction error","High CPU warning","Timeout detected"
"2025-03-22 13:37:20","node-724","56%","47%","33%","Normal","Unknown","Container OOMKilled","High CPU warning","Timeout detected"
"2025-03-22 13:12:07","node-725","67%","91%","57%","Normal","Unknown","Volume mount error","Disk Failure","Timeout detected"
"2025-03-22 13:43:37","node-726","97%","63%","76%","High Traffic","CrashLoopBackOff","Node NotReady","Disk Failure","Connection Refused"
"2025-03-22 13:52:44","node-727","85%","74%","27%","Normal","Terminating","Container OOMKilled","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:34:38","node-728","51%","35%","53%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:46:38","node-729","28%","73%","39%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:39:57","node-730","40%","76%","13%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:23:43","node-731","83%","30%","47%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:20:45","node-732","75%","66%","92%","Congested","Unknown","Node NotReady","Kubelet restart detected","Connection Refused"
"2025-03-22 13:45:13","node-733","16%","82%","59%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:06:13","node-734","84%","52%","27%","High Traffic","Unknown","Volume mount error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:13:22","node-735","24%","24%","37%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:13:19","node-736","14%","46%","27%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:50:12","node-737","98%","38%","83%","High Traffic","Pending","Node NotReady","Disk Failure","Timeout detected"
"2025-03-22 13:02:21","node-738","58%","39%","77%","Congested","CrashLoopBackOff","Volume mount error","Disk Failure","Timeout detected"
"2025-03-22 13:49:53","node-739","85%","89%","79%","Normal","Pending","Volume mount error","Disk Failure","Packet Loss"
"2025-03-22 13:05:35","node-740","86%","53%","32%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:54:10","node-741","11%","51%","11%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:21:56","node-742","19%","49%","57%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:14:30","node-743","64%","43%","34%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:18:57","node-744","95%","70%","46%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:45:24","node-745","40%","50%","61%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:12:03","node-746","21%","46%","81%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:14:33","node-747","38%","23%","63%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:57:49","node-748","79%","35%","46%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:42:53","node-749","19%","27%","62%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:58:23","node-750","21%","55%","60%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:09:12","node-751","21%","32%","67%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:16:05","node-752","32%","97%","10%","Congested","Pending","Volume mount error","Kernel Panic","Connection Refused"
"2025-03-22 13:54:11","node-753","28%","63%","58%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:25:34","node-754","63%","40%","31%","Normal","Failed","Volume mount error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:46:28","node-755","55%","61%","76%","High Traffic","Pending","Pod eviction error","Disk Failure","Timeout detected"
"2025-03-22 13:29:05","node-756","21%","22%","72%","High Traffic","Failed","Pod eviction error","Disk Failure","Connection Refused"
"2025-03-22 13:56:53","node-757","54%","64%","87%","Normal","Unknown","Volume mount error","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:27:22","node-758","32%","61%","54%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:32:56","node-759","52%","74%","76%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:35:36","node-760","98%","18%","80%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:05:41","node-761","18%","74%","71%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:22:13","node-762","84%","95%","90%","Normal","Pending","Volume mount error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:39:59","node-763","70%","38%","18%","High Traffic","Terminating","Container OOMKilled","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:46:43","node-764","16%","51%","33%","Congested","CrashLoopBackOff","Node NotReady","Kubelet restart detected","Connection Refused"
"2025-03-22 13:33:34","node-765","37%","53%","40%","Normal","Unknown","Node NotReady","High CPU warning","Connection Refused"
"2025-03-22 13:44:51","node-766","82%","81%","22%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:59:00","node-767","82%","65%","52%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:05:16","node-768","96%","9%","73%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:23:33","node-769","46%","17%","88%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:40:57","node-770","70%","94%","86%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:08:58","node-771","51%","75%","15%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:25:18","node-772","27%","19%","37%","High Traffic","Terminating","Volume mount error","Kubelet restart detected","Timeout detected"
"2025-03-22 13:29:46","node-773","97%","99%","28%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:37:02","node-774","19%","72%","60%","Normal","Pending","Node NotReady","Kernel Panic","Connection Refused"
"2025-03-22 13:40:55","node-775","94%","9%","52%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:23:54","node-776","99%","89%","13%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:29:37","node-777","63%","74%","89%","Normal","Pending","Pod eviction error","Disk Failure","Timeout detected"
"2025-03-22 13:47:27","node-778","94%","83%","39%","High Traffic","Terminating","Container OOMKilled","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:40:39","node-779","83%","18%","47%","Normal","Failed","Node NotReady","High CPU warning","Packet Loss"
"2025-03-22 13:17:37","node-780","85%","92%","88%","Normal","Pending","Node NotReady","Kubelet restart detected","Connection Refused"
"2025-03-22 13:22:19","node-781","9%","69%","38%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:10:59","node-782","32%","38%","20%","High Traffic","Unknown","Pod eviction error","High CPU warning","Timeout detected"
"2025-03-22 14:01:50","node-783","13%","86%","79%","Congested","CrashLoopBackOff","Container OOMKilled","Disk Failure","Timeout detected"
"2025-03-22 13:32:32","node-784","47%","42%","59%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:07:12","node-785","71%","54%","78%","Normal","CrashLoopBackOff","Node NotReady","Kubelet restart detected","Packet Loss"
"2025-03-22 13:40:29","node-786","61%","98%","41%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:31:14","node-787","46%","73%","85%","High Traffic","CrashLoopBackOff","Container OOMKilled","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:55:49","node-788","57%","67%","88%","Congested","Terminating","Container OOMKilled","Kubelet restart detected","Connection Refused"
"2025-03-22 13:55:15","node-789","78%","55%","57%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:54:40","node-790","85%","79%","61%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:31:05","node-791","9%","28%","80%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:04:24","node-792","20%","83%","75%","High Traffic","Pending","Node NotReady","Disk Failure","Connection Refused"
"2025-03-22 13:02:00","node-793","85%","75%","39%","Congested","Unknown","Node NotReady","High CPU warning","Timeout detected"
"2025-03-22 13:13:12","node-794","6%","22%","98%","Normal","Unknown","Node NotReady","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:28:04","node-795","51%","42%","28%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:32:26","node-796","19%","21%","54%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:22:15","node-797","74%","61%","69%","Normal","Failed","Node NotReady","Kernel Panic","Timeout detected"
"2025-03-22 13:05:02","node-798","40%","74%","14%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:13:57","node-799","35%","51%","41%","Congested","Pending","Container OOMKilled","Disk Failure","Connection Refused"
"2025-03-22 13:34:08","node-800","25%","54%","31%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:35:14","node-801","12%","76%","49%","High Traffic","Terminating","Container OOMKilled","Kubelet restart detected","Connection Refused"
"2025-03-22 13:43:44","node-802","30%","98%","26%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:25:49","node-803","51%","36%","71%","Congested","CrashLoopBackOff","Pod eviction error","Kernel Panic","Packet Loss"
"2025-03-22 13:26:01","node-804","20%","49%","92%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:20:49","node-805","79%","86%","77%","High Traffic","CrashLoopBackOff","Node NotReady","Kubelet restart detected","Connection Refused"
"2025-03-22 13:15:49","node-806","5%","94%","19%","High Traffic","Pending","Pod eviction error","Disk Failure","Packet Loss"
"2025-03-22 13:32:37","node-807","77%","49%","45%","Normal","Unknown","Volume mount error","Kernel Panic","Timeout detected"
"2025-03-22 13:54:57","node-808","11%","20%","14%","Congested","Pending","Container OOMKilled","Kubelet restart detected","Connection Refused"
"2025-03-22 13:02:28","node-809","75%","59%","43%","Normal","Unknown","Pod eviction error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:15:06","node-810","64%","43%","78%","High Traffic","CrashLoopBackOff","Container OOMKilled","Disk Failure","Timeout detected"
"2025-03-22 13:21:19","node-811","95%","49%","62%","High Traffic","Pending","Volume mount error","High CPU warning","Connection Refused"
"2025-03-22 13:53:17","node-812","75%","59%","52%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:32:57","node-813","7%","32%","29%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:43:05","node-814","60%","92%","21%","Congested","Pending","Pod eviction error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:36:05","node-815","52%","90%","96%","Normal","Unknown","Volume mount error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:50:00","node-816","12%","27%","46%","Normal","CrashLoopBackOff","Node NotReady","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:14:52","node-817","37%","92%","79%","High Traffic","Failed","Pod eviction error","High CPU warning","Packet Loss"
"2025-03-22 13:37:56","node-818","14%","91%","71%","High Traffic","Pending","Container OOMKilled","Kernel Panic","Timeout detected"
"2025-03-22 13:16:18","node-819","77%","8%","60%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:15:46","node-820","83%","32%","60%","High Traffic","Failed","Volume mount error","Kernel Panic","Connection Refused"
"2025-03-22 13:32:19","node-821","81%","33%","88%","High Traffic","Pending","Container OOMKilled","Disk Failure","Timeout detected"
"2025-03-22 13:29:45","node-822","27%","22%","54%","Congested","Pending","Volume mount error","High CPU warning","Connection Refused"
"2025-03-22 13:11:32","node-823","29%","68%","87%","High Traffic","Terminating","Pod eviction error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:05:21","node-824","19%","63%","52%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:46:31","node-825","94%","86%","41%","Congested","Failed","Container OOMKilled","Kernel Panic","Packet Loss"
"2025-03-22 14:01:12","node-826","66%","71%","17%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:39:04","node-827","81%","32%","30%","High Traffic","Unknown","Volume mount error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:37:16","node-828","27%","20%","46%","High Traffic","Pending","Node NotReady","Kernel Panic","Connection Refused"
"2025-03-22 13:27:47","node-829","28%","54%","27%","High Traffic","Pending","Node NotReady","Kernel Panic","Timeout detected"
"2025-03-22 13:38:21","node-830","41%","95%","60%","Normal","Pending","Pod eviction error","High CPU warning","Connection Refused"
"2025-03-22 14:01:18","node-831","44%","18%","91%","Normal","Terminating","Volume mount error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:11:05","node-832","58%","72%","81%","Congested","CrashLoopBackOff","Container OOMKilled","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:41:45","node-833","90%","33%","32%","High Traffic","CrashLoopBackOff","Pod eviction error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:29:31","node-834","78%","19%","71%","High Traffic","Pending","Container OOMKilled","Kubelet restart detected","Packet Loss"
"2025-03-22 13:19:20","node-835","20%","29%","25%","Congested","Pending","Node NotReady","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:42:02","node-836","80%","82%","37%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:49:25","node-837","8%","72%","27%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:42:24","node-838","48%","6%","25%","Normal","Terminating","Volume mount error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:05:37","node-839","76%","28%","33%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:40:49","node-840","45%","79%","29%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:58:57","node-841","40%","95%","39%","Normal","Unknown","Container OOMKilled","Kubelet restart detected","Timeout detected"
"2025-03-22 13:33:21","node-842","65%","76%","86%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:28:09","node-843","26%","15%","98%","High Traffic","Unknown","Node NotReady","High CPU warning","Timeout detected"
"2025-03-22 13:02:52","node-844","10%","36%","31%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:32:55","node-845","77%","52%","67%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:25:38","node-846","63%","62%","95%","Normal","Terminating","Container OOMKilled","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:13:36","node-847","56%","92%","65%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:30:38","node-848","25%","56%","86%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:37:45","node-849","43%","11%","17%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:07:58","node-850","80%","11%","88%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:05:53","node-851","41%","42%","24%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:09:32","node-852","79%","52%","23%","High Traffic","Failed","Volume mount error","High CPU warning","Connection Refused"
"2025-03-22 13:37:48","node-853","57%","13%","44%","Congested","Unknown","Node NotReady","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:13:13","node-854","23%","40%","90%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:44:39","node-855","83%","10%","18%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:08:25","node-856","20%","8%","77%","High Traffic","Unknown","Pod eviction error","Kernel Panic","Timeout detected"
"2025-03-22 13:13:16","node-857","32%","77%","96%","High Traffic","CrashLoopBackOff","Container OOMKilled","Kubelet restart detected","Packet Loss"
"2025-03-22 13:12:17","node-858","96%","91%","40%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:12:12","node-859","34%","54%","79%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 14:01:02","node-860","90%","30%","92%","High Traffic","Terminating","Pod eviction error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:31:15","node-861","12%","67%","40%","High Traffic","Failed","Pod eviction error","High CPU warning","Connection Refused"
"2025-03-22 13:33:33","node-862","43%","32%","29%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:29:07","node-863","39%","74%","71%","High Traffic","CrashLoopBackOff","Volume mount error","Disk Failure","Connection Refused"
"2025-03-22 13:32:49","node-864","95%","34%","79%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:58:13","node-865","19%","40%","14%","Normal","Terminating","Volume mount error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:58:51","node-866","92%","85%","34%","Normal","Terminating","Container OOMKilled","Disk Failure","Packet Loss"
"2025-03-22 13:47:20","node-867","93%","97%","20%","Normal","CrashLoopBackOff","Pod eviction error","Kernel Panic","Timeout detected"
"2025-03-22 13:54:55","node-868","97%","66%","70%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:52:18","node-869","40%","69%","32%","Normal","Pending","Node NotReady","Disk Failure","Packet Loss"
"2025-03-22 13:27:52","node-870","15%","99%","97%","Congested","Failed","Node NotReady","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:24:24","node-871","21%","54%","62%","High Traffic","Failed","Pod eviction error","Disk Failure","Timeout detected"
"2025-03-22 13:45:42","node-872","31%","54%","98%","Congested","Unknown","Node NotReady","Kubelet restart detected","Connection Refused"
"2025-03-22 14:00:46","node-873","88%","59%","47%","High Traffic","Terminating","Volume mount error","Kernel Panic","Timeout detected"
"2025-03-22 13:35:33","node-874","79%","65%","49%","Normal","Terminating","Container OOMKilled","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:53:54","node-875","84%","75%","61%","Congested","CrashLoopBackOff","Pod eviction error","Disk Failure","Packet Loss"
"2025-03-22 13:49:06","node-876","87%","67%","23%","High Traffic","CrashLoopBackOff","Node NotReady","High CPU warning","Packet Loss"
"2025-03-22 13:17:41","node-877","89%","61%","37%","Normal","Failed","Node NotReady","Kubelet restart detected","Packet Loss"
"2025-03-22 13:01:58","node-878","91%","56%","62%","Congested","Unknown","Volume mount error","High CPU warning","Timeout detected"
"2025-03-22 13:21:41","node-879","81%","73%","43%","Congested","CrashLoopBackOff","Node NotReady","Kernel Panic","Connection Refused"
"2025-03-22 13:33:11","node-880","91%","7%","29%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:46:00","node-881","38%","61%","49%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:53:45","node-882","98%","23%","25%","High Traffic","Failed","Node NotReady","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:48:28","node-883","42%","68%","98%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:41:57","node-884","37%","97%","24%","Congested","Pending","Volume mount error","High CPU warning","Connection Refused"
"2025-03-22 13:50:57","node-885","99%","95%","34%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:18:09","node-886","44%","32%","53%","High Traffic","Pending","Volume mount error","Kernel Panic","Packet Loss"
"2025-03-22 13:35:37","node-887","34%","69%","85%","High Traffic","Terminating","Container OOMKilled","High CPU warning","Connection Refused"
"2025-03-22 13:43:40","node-888","17%","68%","74%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:48:16","node-889","67%","72%","51%","High Traffic","Failed","Container OOMKilled","High CPU warning","Packet Loss"
"2025-03-22 13:58:10","node-890","97%","7%","57%","Normal","Failed","Volume mount error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:47:20","node-891","72%","45%","22%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:32:48","node-892","94%","7%","10%","High Traffic","Terminating","Container OOMKilled","Kernel Panic","Packet Loss"
"2025-03-22 13:46:47","node-893","20%","72%","32%","High Traffic","Failed","Volume mount error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:56:13","node-894","65%","78%","51%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:07:26","node-895","45%","19%","20%","High Traffic","CrashLoopBackOff","Container OOMKilled","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:38:49","node-896","96%","37%","79%","Normal","Unknown","Pod eviction error","Kubelet restart detected","Timeout detected"
"2025-03-22 13:58:44","node-897","5%","53%","11%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:36:03","node-898","84%","6%","89%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:37:42","node-899","16%","79%","83%","Congested","Terminating","Pod eviction error","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:10:34","node-900","69%","54%","52%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:46:54","node-901","76%","7%","93%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:08:47","node-902","8%","68%","45%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:07:58","node-903","94%","7%","25%","Normal","Failed","Volume mount error","Kernel Panic","Timeout detected"
"2025-03-22 13:59:31","node-904","43%","32%","59%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:14:10","node-905","98%","19%","46%","Congested","CrashLoopBackOff","Container OOMKilled","Kernel Panic","Timeout detected"
"2025-03-22 13:04:19","node-906","78%","88%","94%","Normal","Failed","Container OOMKilled","Disk Failure","Connection Refused"
"2025-03-22 13:42:18","node-907","64%","18%","43%","Congested","CrashLoopBackOff","Node NotReady","Disk Failure","Timeout detected"
"2025-03-22 13:17:27","node-908","37%","62%","53%","Congested","Failed","Container OOMKilled","Kernel Panic","Timeout detected"
"2025-03-22 13:11:53","node-909","46%","71%","30%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:11:25","node-910","47%","50%","48%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:36:10","node-911","59%","51%","65%","High Traffic","Terminating","Node NotReady","High CPU warning","Timeout detected"
"2025-03-22 13:08:50","node-912","93%","84%","22%","Congested","Failed","Container OOMKilled","High CPU warning","Packet Loss"
"2025-03-22 13:44:19","node-913","30%","95%","41%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:21:26","node-914","80%","59%","76%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:17:58","node-915","87%","58%","47%","Normal","Terminating","Node NotReady","High CPU warning","Packet Loss"
"2025-03-22 13:49:56","node-916","80%","95%","82%","High Traffic","Terminating","Volume mount error","Kernel Panic","Packet Loss"
"2025-03-22 13:03:34","node-917","43%","42%","76%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:44:16","node-918","27%","91%","38%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:35:04","node-919","80%","31%","30%","Normal","Pending","Node NotReady","High CPU warning","Connection Refused"
"2025-03-22 13:31:46","node-920","75%","81%","41%","High Traffic","Failed","Volume mount error","High CPU warning","Timeout detected"
"2025-03-22 13:05:16","node-921","33%","75%","42%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:24:25","node-922","14%","46%","14%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:36:14","node-923","31%","16%","39%","Congested","CrashLoopBackOff","Volume mount error","High CPU warning","Packet Loss"
"2025-03-22 13:25:01","node-924","53%","9%","52%","Normal","CrashLoopBackOff","Container OOMKilled","Kernel Panic","Timeout detected"
"2025-03-22 13:41:26","node-925","65%","78%","38%","Normal","Terminating","Node NotReady","Kubelet restart detected","Packet Loss"
"2025-03-22 14:00:36","node-926","31%","94%","83%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:47:46","node-927","44%","30%","17%","High Traffic","Unknown","Container OOMKilled","High CPU warning","Connection Refused"
"2025-03-22 13:24:32","node-928","31%","61%","31%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:47:57","node-929","56%","29%","63%","Congested","Terminating","Pod eviction error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:18:56","node-930","29%","42%","51%","Normal","CrashLoopBackOff","Container OOMKilled","High CPU warning","Timeout detected"
"2025-03-22 13:07:40","node-931","76%","23%","68%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:14:44","node-932","79%","90%","80%","Normal","Terminating","Container OOMKilled","Kubelet restart detected","Timeout detected"
"2025-03-22 13:52:06","node-933","31%","46%","69%","Normal","Unknown","Node NotReady","High CPU warning","Packet Loss"
"2025-03-22 13:37:24","node-934","17%","49%","97%","Normal","Pending","Node NotReady","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:30:59","node-935","44%","10%","37%","Congested","Pending","Node NotReady","Kernel Panic","Packet Loss"
"2025-03-22 13:52:46","node-936","73%","67%","20%","Normal","Unknown","Pod eviction error","High CPU warning","Packet Loss"
"2025-03-22 13:28:05","node-937","17%","11%","50%","Normal","Failed","Container OOMKilled","High CPU warning","Timeout detected"
"2025-03-22 13:04:43","node-938","11%","8%","41%","Normal","CrashLoopBackOff","Volume mount error","High CPU warning","Packet Loss"
"2025-03-22 13:25:04","node-939","59%","64%","22%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:53:41","node-940","24%","94%","27%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:57:20","node-941","95%","86%","61%","Normal","Failed","Node NotReady","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:27:09","node-942","47%","9%","27%","Normal","Terminating","Pod eviction error","Kernel Panic","Timeout detected"
"2025-03-22 13:16:36","node-943","36%","60%","98%","Normal","Unknown","Node NotReady","Disk Failure","Packet Loss"
"2025-03-22 13:17:21","node-944","5%","6%","56%","High Traffic","Pending","Node NotReady","Kernel Panic","Connection Refused"
"2025-03-22 13:11:16","node-945","58%","72%","61%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:22:31","node-946","74%","75%","77%","Normal","Pending","Pod eviction error","High CPU warning","Connection Refused"
"2025-03-22 13:52:53","node-947","12%","85%","67%","Normal","Pending","Volume mount error","Kernel Panic","Timeout detected"
"2025-03-22 13:59:37","node-948","52%","28%","71%","High Traffic","Terminating","Node NotReady","Disk Failure","Timeout detected"
"2025-03-22 13:07:32","node-949","91%","19%","18%","Normal","Terminating","Volume mount error","Kernel Panic","Packet Loss"
"2025-03-22 13:32:34","node-950","83%","95%","39%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:53:02","node-951","58%","65%","52%","High Traffic","Terminating","Container OOMKilled","High CPU warning","Connection Refused"
"2025-03-22 13:09:04","node-952","39%","33%","68%","Congested","Terminating","Node NotReady","High CPU warning","DNS Resolution Failure"
